# Source: Antoine Dumont (ONERA)
variables="X","Z"
zone T="Profile D along normal to generator build at 40.18%c - scaled to lie between 0 and 1"
                     0.0972105 0.0384890
                     0.1018514 0.0390412
                     0.1066347 0.0395906
                     0.1115626 0.0401367
                     0.1166373 0.0406791
                     0.1218610 0.0412171
                     0.1272359 0.0417504
                     0.1327639 0.0422784
                     0.1384472 0.0428007
                     0.1442878 0.0433168
                     0.1502875 0.0438264
                     0.1564483 0.0443291
                     0.1627719 0.0448246
                     0.1692601 0.0453122
                     0.1759147 0.0457915
                     0.1827372 0.0462618
                     0.1897291 0.0467226
                     0.1968919 0.0471737
                     0.2042269 0.0476145
                     0.2117354 0.0480442
                     0.2194185 0.0484616
                     0.2272774 0.0488661
                     0.2353129 0.0492566
                     0.2435260 0.0496321
                     0.2519173 0.0499914
                     0.2604874 0.0503329
                     0.2692367 0.0506551
                     0.2781654 0.0509563
                     0.2872738 0.0512349
                     0.2965615 0.0514889
                     0.3060285 0.0517162
                     0.3156743 0.0519146
                     0.3254981 0.0520818
                     0.3354990 0.0522156
                     0.3456759 0.0523135
                     0.3560275 0.0523731
                     0.3665519 0.0523919
                     0.3772474 0.0523675
                     0.3881116 0.0522978
                     0.3991421 0.0521804
                     0.4103361 0.0520131
                     0.4216903 0.0517944
                     0.4332013 0.0515226
                     0.4448653 0.0511962
                     0.4566780 0.0508144
                     0.4686351 0.0503765
                     0.4807316 0.0498821
                     0.4929622 0.0493313
                     0.5053213 0.0487248
                     0.5178028 0.0480634
                     0.5304003 0.0473485
                     0.5431068 0.0465816
                     0.5559151 0.0457648
                     0.5688175 0.0449004
                     0.5818057 0.0439912
                     0.5948707 0.0430402
                     0.6080035 0.0420499
                     0.6211942 0.0410230
                     0.6344325 0.0399628
                     0.6477074 0.0388728
                     0.6610074 0.0377557
                     0.6743202 0.0366135
                     0.6876330 0.0354488
                     0.7009322 0.0342640
                     0.7142035 0.0330607
                     0.7274320 0.0318403
                     0.7406019 0.0306041
                     0.7536967 0.0293531
                     0.7666992 0.0280881
                     0.7795913 0.0268100
                     0.7923544 0.0255196
                     0.8049689 0.0242182
                     0.8174144 0.0229068
                     0.8296699 0.0215874
                     0.8417138 0.0202627
                     0.8535233 0.0189356
                     0.8650753 0.0176097
                     0.8763459 0.0162901
                     0.8873105 0.0149823
                     0.8979436 0.0136923
                     0.9082193 0.0124269
                     0.9181110 0.0111941
                     0.9275912 0.0100020
                     0.9366314 0.0088592
                     0.9452028 0.0077723
                     0.9532761 0.0067462
                     0.9608209 0.0057866
                     0.9678057 0.0048991
                     0.9741982 0.0040895
                     0.9799656 0.0033611
                     0.9850750 0.0027158
                     0.9894922 0.0021549
                     0.9931826 0.0016805
                     0.9961126 0.0012984
                     0.9982486 0.0010158
                     0.9995562 0.0008403
                     1.0000000 0.0007800
